KO	base_KO	name	symbol	n_isolates	perc_isolates	module	pathways	Actinomyces__(15)	Cutibacterium__(14)	Fusobacterium+Leptotrichia__(13)	Gemella__(5)	Granulicatella__(12)	Haemophilus__(11)	Micrococcus__(7)	Neisseria__(8)	Pauljensenia__(9)	Prevotella__(6)	Rothia__(4)	Staphy.+Nialla__(10)	Strep.I__(1)	Strep.II__(2)	Strep.III__(16)	Veillonella__(3)
K13006	K00064	UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]	wbqR	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K13063	K00064	2-amino-4-deoxychorismate synthase [EC:2.6.1.86]	phzE	1	0.794	Pyocyanine biosynthesis, chorismate => pyocyanine	map00405 Phenazine biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map02024 Quorum sensing	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K13767	K00064	enoyl-CoA hydratase [EC:4.2.1.17]	fadB	1	0.794	beta-Oxidation	map00071 Fatty acid degradation,map00362 Benzoate degradation,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01212 Fatty acid metabolism	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K14469	K00064	acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]	K14469	1	0.794	3-Hydroxypropionate bi-cycle	map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K14952	K00064	UDP-MurNAc hydroxylase	namH	1	0.794		map05152 Tuberculosis	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K17292	K00064	tubulin-specific chaperone A	TBCA	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K17329	K00064	N,N'-diacetylchitobiose transport system substrate-binding protein	dasA	1	0.794		map02010 ABC transporters	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K17330	K00064	N,N'-diacetylchitobiose transport system permease protein	dasB	1	0.794		map02010 ABC transporters	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K17331	K00064	N,N'-diacetylchitobiose transport system permease protein	dasC	1	0.794		map02010 ABC transporters	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K18070	K00064	MFS transporter, ACS family, phthalate transporter	pht1, ophD	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K18334	K00064	L-fuconate dehydratase [EC:4.2.1.68]	fucD	1	0.794		map00051 Fructose and mannose metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K18614	K00064	2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29]	K18614	1	0.794		map00750 Vitamin B6 metabolism,map01120 Microbial metabolism in diverse environments	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K18833	K00064	MFS transporter, DHA3 family, multidrug efflux protein	cmr	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K19954	K00064	alcohol dehydrogenase [EC:1.1.1.-]	adh1	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K19978	K00064	acarbose 7IV-phosphotransferase [EC:2.7.1.187]	acbK	1	0.794		map00525 Acarbose and validamycin biosynthesis,map01110 Biosynthesis of secondary metabolites	1.217	1.217	1.067	0.611	1.067	0.864	1.742	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00067	K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	rfbD, rmlD	91	72.222	dTDP-L-rhamnose biosynthesis	map00521 Streptomycin biosynthesis,map00523 Polyketide sugar unit biosynthesis,map00541 O-Antigen nucleotide sugar biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01250 Biosynthesis of nucleotide sugars	0.297	-1.135	-0.117	-0.783	-1.295	-1.065	0.799	0.799	0.732	0.859	0.913	-1.176	1.336	-0.094	0.913	-1.12
K00073	K00073	ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	allD	10	7.937		map00230 Purine metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K00086	K00073	1,3-propanediol dehydrogenase [EC:1.1.1.202]	dhaT	10	7.937		map00561 Glycerolipid metabolism,map00640 Propanoate metabolism,map01100 Metabolic pathways	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K00179	K00073	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	iorA	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K00198	K00073	anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	cooS, acsA	10	7.937	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	map00633 Nitrotoluene degradation,map00680 Methane metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K00533	K00073	ferredoxin hydrogenase large subunit [EC:1.12.7.2]	E1.12.7.2L	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K00544	K00073	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	BHMT	10	7.937		map00260 Glycine, serine and threonine metabolism,map00270 Cysteine and methionine metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K01601	K00073	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	rbcL, cbbL	10	7.937	Reductive pentose phosphate cycle (Calvin cycle)	map00630 Glyoxylate and dicarboxylate metabolism,map00710 Carbon fixation in photosynthetic organisms,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K01848	K00073	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	10	7.937	Hydroxypropionate-hydroxybutylate cycle	map00280 Valine, leucine and isoleucine degradation,map00630 Glyoxylate and dicarboxylate metabolism,map00640 Propanoate metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K01849	K00073	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	10	7.937	Hydroxypropionate-hydroxybutylate cycle	map00280 Valine, leucine and isoleucine degradation,map00630 Glyoxylate and dicarboxylate metabolism,map00640 Propanoate metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K02251	K00073	competence protein ComQ	comQ	10	7.937		map02024 Quorum sensing	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K03389	K00073	heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	hdrB2	10	7.937	Methanogenesis, methanol => methane	map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K03390	K00073	heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	hdrC2	10	7.937	Methanogenesis, methanol => methane	map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K03620	K00073	Ni/Fe-hydrogenase 1 B-type cytochrome subunit	hyaC	10	7.937		map02020 Two-component system	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K04034	K00073	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]	bchE	10	7.937		map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K04107	K00073	4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.1.7.1]	hcrC, hbaB	10	7.937		map00362 Benzoate degradation,map00627 Aminobenzoate degradation,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01220 Degradation of aromatic compounds	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K07099	K00073	uncharacterized protein	K07099	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K07123	K00073	uncharacterized protein	K07123	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K08308	K00073	membrane-bound lytic murein transglycosylase E [EC:4.2.2.-]	mltE, emtA	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K10796	K00073	D-proline reductase (dithiol)-stabilizing protein PrdE	prdE	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K12528	K00073	putative selenate reductase molybdopterin-binding subunit	xdhD	10	7.937		map00450 Selenocompound metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K15226	K00073	arogenate dehydrogenase (NADP+) [EC:1.3.1.78]	tyrAa	10	7.937		map00400 Phenylalanine, tyrosine and tryptophan biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K16887	K00073	quinone-modifying oxidoreductase, subunit QmoC	qmoC	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K17062	K00073	arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein	bgtB	10	7.937		map02010 ABC transporters	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K18348	K00073	serine/alanine racemase [EC:5.1.1.18 5.1.1.1]	vanT	10	7.937	Vancomycin resistance, D-Ala-D-Ser type	map01502 Vancomycin resistance,map02020 Two-component system	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K18475	K00073	lysine-N-methylase [EC:2.1.1.-]	fliB	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K18556	K00073	NADH-dependent fumarate reductase subunit A [EC:1.3.1.6]	frdA	10	7.937	Reductive citrate cycle (Arnon-Buchanan cycle)	map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K18814	K00073	putative inorganic carbon (hco3(-)) transporter	ictB	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K20452	K00073	dimethylmaleate hydratase large subunit [EC:4.2.1.85]	dmdA	10	7.937		map00760 Nicotinate and nicotinamide metabolism,map01120 Microbial metabolism in diverse environments	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K20987	K00073	polysaccharide biosynthesis/export protein PslD	pslD	10	7.937		map02025 Biofilm formation - Pseudomonas aeruginosa	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K21134	K00073	multidrug efflux pump	triC	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K21479	K00073	cobalt-factor III methyltransferase [EC:2.1.1.272]	cbiH60	10	7.937	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K22446	K00073	tRNA (cytosine49-C5)-methyltransferase [EC:2.1.1.-]	K22446	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K22482	K00073	heterodisulfide reductase subunit C1 [EC:1.8.7.3]	hdrC1	10	7.937	Methanogenesis, methanol => methane	map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.339	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.158	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	3.69
K00074	K00074	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	paaH, hbd, fadB, mmgB	17	13.492	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	map00360 Phenylalanine metabolism,map00362 Benzoate degradation,map00650 Butanoate metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.089	0.089	1.158	-0.52	-0.061	-0.265	2.194	0.031	-0.342	-0.467	-0.52	0.544	-0.2	-0.142	-0.103	-0.567
K00077	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	panE, apbA	53	42.063	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	map00770 Pantothenate and CoA biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors	0.853	0.853	-0.725	1.497	1.008	-0.934	-1.082	-0.668	-1.013	-0.088	-1.198	1.304	0.644	-0.67	1.497	-1.248
K00082	K00082	5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	ribD2	34	26.984	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	map00740 Riboflavin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors	-0.28	-0.28	1.313	0.142	-0.431	0.639	1.29	-0.782	-0.715	1.773	-0.895	1.625	-0.962	-0.905	0.142	-0.944
K00087	K00087	xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	ygeS, xdhA	11	8.73	Purine degradation, xanthine => urea	map00230 Purine metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01232 Nucleotide metabolism	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K06298	K00087	germination protein M	gerM	11	8.73		 	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K09777	K00087	extracellular matrix regulatory protein A	remA	11	8.73		 	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K15515	K00087	sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]	sauS	11	8.73		 	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K15845	K00087	outer membrane protein HopZ	hopZ	11	8.73		map05120 Epithelial cell signaling in Helicobacter pylori infection	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K16200	K00087	dipeptide transport system permease protein	dppB1	11	8.73		map02010 ABC transporters	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K16202	K00087	dipeptide transport system ATP-binding protein	dppD	11	8.73		map02010 ABC transporters	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K18590	K00087	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	dfrA12, dhfr	11	8.73		map00670 One carbon pool by folate,map00790 Folate biosynthesis,map01100 Metabolic pathways	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K19449	K00087	XRE family transcriptional regulator, master regulator for biofilm formation	sinR	11	8.73		 	0.295	0.295	0.145	-0.312	0.145	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	3.209
K00090	K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	ghrB	1	0.794		map00030 Pentose phosphate pathway,map00260 Glycine, serine and threonine metabolism,map00620 Pyruvate metabolism,map00630 Glyoxylate and dicarboxylate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00126	K00090	formate dehydrogenase subunit delta [EC:1.17.1.9]	fdsD	1	0.794		map00630 Glyoxylate and dicarboxylate metabolism,map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00253	K00090	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	IVD, ivd	1	0.794	Leucine degradation, leucine => acetoacetate + acetyl-CoA	map00280 Valine, leucine and isoleucine degradation,map01100 Metabolic pathways	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00256	K00090			1	0.794			1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00372	K00090	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	nasA	1	0.794	Assimilatory nitrate reduction, nitrate => ammonia	map00910 Nitrogen metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00451	K00090	homogentisate 1,2-dioxygenase [EC:1.13.11.5]	HGD, hmgA	1	0.794	Tyrosine degradation, tyrosine => homogentisate	map00350 Tyrosine metabolism,map00643 Styrene degradation,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00457	K00090	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	HPD, hppD	1	0.794	Tyrosine degradation, tyrosine => homogentisate	map00130 Ubiquinone and other terpenoid-quinone biosynthesis,map00350 Tyrosine metabolism,map00360 Phenylalanine metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00472	K00090	prolyl 4-hydroxylase [EC:1.14.11.2]	P4HA	1	0.794		map00330 Arginine and proline metabolism,map01100 Metabolic pathways	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00479	K00090	glycine betaine catabolism A	gbcA	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00480	K00090	salicylate hydroxylase [EC:1.14.13.1]	E1.14.13.1	1	0.794		map00621 Dioxin degradation,map00624 Polycyclic aromatic hydrocarbon degradation,map00626 Naphthalene degradation,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01220 Degradation of aromatic compounds	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00499	K00090	choline monooxygenase [EC:1.14.15.7]	CMO	1	0.794	Betaine biosynthesis, choline => betaine	map00260 Glycine, serine and threonine metabolism,map01100 Metabolic pathways	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00500	K00090	phenylalanine-4-hydroxylase [EC:1.14.16.1]	phhA, PAH	1	0.794		map00360 Phenylalanine metabolism,map00400 Phenylalanine, tyrosine and tryptophan biosynthesis,map00790 Folate biosynthesis,map01100 Metabolic pathways,map01230 Biosynthesis of amino acids	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00507	K00090	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	SCD, desC	1	0.794		map01040 Biosynthesis of unsaturated fatty acids,map01100 Metabolic pathways,map01212 Fatty acid metabolism,map03320 PPAR signaling pathway,map04152 AMPK signaling pathway,map04212 Longevity regulating pathway - worm,map04936 Alcoholic liver disease	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K00808	K00090	homospermidine synthase [EC:2.5.1.44]	hss	1	0.794		map00960 Tropane, piperidine and pyridine alkaloid biosynthesis,map01110 Biosynthesis of secondary metabolites	1.217	1.217	1.067	0.611	1.067	0.864	0.722	1.742	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
